EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI
"Gaia EDR3 5599872338720975360" 0.173747 -0.036818 116.39838191952 -28.40970880414 "" "" "" "" "" "" 17.331652 0.003853 1.866383 0.011649384018050053 17.389 0.032 1.344 0.053 0.741 0.061 1.846 0.036
"Gaia EDR3 5599887250847139584" -0.241413 -0.215795 115.92591267351 -28.58855213822 "" "" "" "" "" "" 17.767872 0.010808 1.295694 0.009939072391325058 17.756 0.022 1.037 0.045 0.111 0.06 1.274 0.046
"Gaia EDR3 5601423229922186496" 0.165885 0.14842 116.38911491763 -28.22448329055 "" "" "" "" "" "" 17.577627 0.016562 1.453371 0.010265146126578034 17.679 0.03 1.099 0.041 0.767 0.056 1.414 0.034
"Gaia EDR3 5599864779578593920" -0.064837 -0.163602 116.12704166458 -28.53661482214 "" "" "" "" "" "" 17.668962 0.010958 1.431599 0.019532989965696496 17.751 0.03 1.069 0.047 0.701 0.068 1.484 0.041
"Gaia EDR3 5599863576984624128" -0.022856 -0.223417 116.17481352487 -28.59644746257 "" "" "" "" "" "" 17.903854 0.012745 1.511896 0.010151174513326032 17.816 0.025 1.09 0.051 0.346 0.066 1.439 0.041
"Gaia EDR3 5599925287070634368" -0.00874 0.127802 116.19092408424 -28.24523069896 "" "" "" "" "" "" 19.696795 0.013338 "" "" 17.995 0.019 1.444 0.032 0.711 0.068 2.736 0.03
"Gaia EDR3 5599911474461692032" -0.191062 -0.132924 115.98342514866 -28.50578456642 "" "" "" "" "" "" 17.954435 0.012631 1.513575 0.011906015034426927 17.865 0.022 1.024 0.034 0.408 0.042 1.488 0.034
"Gaia EDR3 5599910821626670976" -0.180202 -0.16836 115.99571438202 -28.54123931793 "" "" "" "" "" "" 19.501467 0.007572 "" "" 17.95 0.024 0.904 0.035 0.299 0.047 1.396 0.027
"Gaia EDR3 5599860931287879680" 0.048792 -0.20347 116.25640596861 -28.57649205522 "" "" "" "" "" "" 18.233494 0.017352 1.429701 0.017727957186320142 18.08 0.038 1.013 0.056 0.129 0.063 1.407 0.049
"Gaia EDR3 5599870655080909184" 0.110728 -0.089845 116.32679751994 -28.46281993946 "" "" "" "" "" "" 20.076006 0.01028 "" "" 18.033 0.038 0.689 0.051 0.258 0.055 1.204 0.04
"Gaia EDR3 5599865879090184192" 0.125373 -0.197385 116.34360103635 -28.57034368598 "" "" "" "" "" "" 18.371302 0.004812 1.505932 0.01671032869215923 18.044 0.04 1.255 0.061 0.34 0.072 1.481 0.045
"Gaia EDR3 5601375985281841920" 0.210523 0.127495 116.43982354254 -28.24532968811 "" "" "" "" "" "" 18.239983 0.006145 1.714764 0.027849508308047378 18.138 0.037 1.345 0.054 0.485 0.063 1.689 0.039
"Gaia EDR3 5599921129542116992" 0.110948 0.076817 116.32684902797 -28.29615846867 "" "" "" "" "" "" 19.269012 0.007872 "" "" 18.349 0.021 1.412 0.036 1.009 0.075 2.594 0.033
"Gaia EDR3 5599921954182657664" 0.010428 0.085892 116.21268774848 -28.28714063908 "" "" "" "" "" "" 18.322151 0.004155 1.891125 0.014269937946606494 18.307 0.031 1.286 0.045 1.376 0.089 1.888 0.036
"Gaia EDR3 5599912672746879744" -0.038553 -0.063371 116.15700256386 -28.43639660885 "" "" "" "" "" "" 18.26258 0.013185 1.547741 0.016626174184099 18.262 0.035 1.079 0.046 0.677 0.068 1.582 0.041
"Gaia EDR3 5599869693021116800" 0.189346 -0.047673 116.41613845496 -28.42053650109 "" "" "" "" "" "" "" "" "" "" 18.275 0.14 1.529 0.179 "" "" 2.296 0.174
"Gaia EDR3 5599862992860006656" -0.065243 -0.211689 116.12654590409 -28.58470150456 "" "" "" "" "" "" 20.460794 0.011194 "" "" 18.386 0.028 0.943 0.053 0.021 0.069 1.227 0.05
"Gaia EDR3 5599917075093681792" -0.109681 0.021781 116.07621564131 -28.35119515219 "" "" "" "" "" "" 19.017258 0.006375 "" "" 18.376 0.016 1.078 0.029 0.5 0.043 1.647 0.028
"Gaia EDR3 5599924840400691200" -0.081407 0.150305 116.10845402414 -28.22269671332 "" "" "" "" "" "" 18.367426 0.009237 1.559076 0.01635536220937953 18.43 0.025 1.065 0.036 0.407 0.052 1.482 0.032
"Gaia EDR3 5601428113305077632" 0.041881 0.243466 116.24833500516 -28.1295587612 "" "" "" "" "" "" 18.003769 0.011001 1.807407 0.014088681308057188 18.441 0.027 1.423 0.052 1.154 0.128 1.113 0.243
"Gaia EDR3 5599909893909520256" -0.160232 -0.199132 116.01839416493 -28.57204317667 "" "" "" "" "" "" 19.499027 0.006666 "" "" 18.734 0.026 1.217 0.045 0.604 0.09 1.79 0.034
"Gaia EDR3 5599872952884924416" 0.175828 -0.004142 116.40068642239 -28.37702922292 "" "" "" "" "" "" 18.55877 0.011504 1.766684 0.024737968004668452 18.706 0.038 1.306 0.065 0.721 0.112 1.697 0.043
"Gaia EDR3 5601371007414202368" 0.245419 -0.016003 116.47981232932 -28.38875154921 "" "" "" "" "" "" 20.926397 0.019031 "" "" 18.625 0.045 1.355 0.085 0.808 0.148 1.484 0.051
"Gaia EDR3 5599866463192754432" 0.178187 -0.160127 116.40366601719 -28.53300939299 "" "" "" "" "" "" 20.915335 0.013072 "" "" 18.657 0.047 1.101 0.07 0.526 0.081 1.455 0.052
"Gaia EDR3 5599871514087223808" 0.025391 -0.059247 116.22971863295 -28.43227680758 "" "" "" "" "" "" 19.621014 0.007953 "" "" 18.781 0.038 0.808 0.05 0.469 0.079 1.316 0.044
"Gaia EDR3 5599935904235503616" -0.145944 0.102884 116.03513589266 -28.2700483657 "" "" "" "" "" "" 18.67088 0.013535 1.510836 0.028605160461007733 18.801 0.017 1.065 0.037 0.303 0.068 1.426 0.03
"Gaia EDR3 5599919789512810240" -0.041826 0.010948 116.15331401645 -28.36207719082 "" "" "" "" "" "" 19.401213 0.008872 "" "" 19.114 0.029 1.37 0.047 "" "" 2.114 0.035
"Gaia EDR3 5599913432961477120" -0.084316 -0.059706 116.10496424667 -28.43270498604 "" "" "" "" "" "" 20.981516 0.017802 "" "" 18.964 0.037 1.005 0.053 0.321 0.078 1.547 0.045
"Gaia EDR3 5599937416058766720" -0.188993 0.181687 115.9864159454 -28.19117782672 "" "" "" "" "" "" 21.03881 0.037367 "" "" 18.954 0.02 1.354 0.04 "" "" 1.612 0.028
"Gaia EDR3 5599910100068445568" -0.131729 -0.2014 116.05084575363 -28.57435125122 "" "" "" "" "" "" 20.907776 0.012889 "" "" 18.99 0.032 0.982 0.055 0.194 0.079 1.404 0.051
"Gaia EDR3 5599864710855987840" -0.049602 -0.17075 116.1443805748 -28.54377134619 "" "" "" "" "" "" 19.281008 0.015828 1.482851 0.03714405152914797 19.037 0.041 0.981 0.06 0.378 0.084 1.471 0.052
"Gaia EDR3 5599914601194202624" -0.180838 -0.089263 115.99514430488 -28.46214203592 "" "" "" "" "" "" 20.951107 0.01512 0.943813 0.450814096292474 19.039 0.03 1.084 0.044 0.391 0.114 1.478 0.038
"Gaia EDR3 5599937725302601728" -0.159879 0.208215 116.01949400657 -28.16469759648 "" "" "" "" "" "" 20.475983 0.01476 "" "" 19.066 0.027 1.182 0.041 0.289 0.081 1.552 0.048
"Gaia EDR3 5599937759657647360" -0.137339 0.221616 116.04508029286 -28.15132840536 "" "" "" "" "" "" 21.078718 0.031187 2.944788 0.45361717059652845 19.377 0.121 1.478 0.215 "" "" 2.676 0.174
"Gaia EDR3 5599916628422624512" -0.126084 -0.034242 116.05750131251 -28.40719979148 "" "" "" "" "" "" 19.120747 0.005587 2.050522 0.04964685528812474 19.19 0.032 1.255 0.049 "" "" 2.045 0.048
"Gaia EDR3 5599871372341292032" 0.01419 -0.077586 116.21698467814 -28.45061850401 "" "" "" "" "" "" 18.991945 0.012308 1.76343 0.03604552212133985 19.268 0.045 1.172 0.062 0.493 0.132 1.829 0.05
"Gaia EDR3 5599930200513995648" -0.22445 0.08602 115.94595861711 -28.28677616583 "" "" "" "" "" "" 20.810179 0.014502 "" "" 19.181 0.021 1.067 0.039 0.265 0.088 1.435 0.036
"Gaia EDR3 5599886288765370240" -0.199306 -0.237604 115.97381855108 -28.61044849869 "" "" "" "" "" "" 20.693296 0.016334 "" "" 19.207 0.024 1.193 0.051 "" "" 1.692 0.052
"Gaia EDR3 5599930063074881792" -0.177801 0.089097 115.99893901237 -28.28378726372 "" "" "" "" "" "" 20.993834 0.022222 2.386267 0.08480630038505393 19.521 0.058 1.585 0.109 "" "" 2.439 0.072
"Gaia EDR3 5599923912687138560" -0.11229 0.071314 116.07331063125 -28.30165932489 "" "" "" "" "" "" 19.912348 0.009838 "" "" 19.292 0.018 1.365 0.04 "" "" 1.757 0.026
"Gaia EDR3 5599911852414597248" -0.051891 -0.129825 116.14179699198 -28.50284540365 "" "" "" "" "" "" 19.566639 0.01211 1.607632 0.05553779535595557 19.319 0.048 1.115 0.088 0.501 0.142 1.67 0.054
"Gaia EDR3 5599922778810167424" -0.088835 0.029505 116.09990960083 -28.34349043585 "" "" "" "" "" "" 19.356695 0.023875 1.63204 0.06920854208116221 19.302 0.029 1.016 0.047 0.418 0.094 1.569 0.039
"Gaia EDR3 5599923667863824512" -0.038016 0.106324 116.15768162099 -28.26670173701 "" "" "" "" "" "" 19.156633 0.014002 1.659725 0.03624976492337571 19.236 0.025 1.214 0.04 0.588 0.101 1.551 0.033
"Gaia EDR3 5599864264182562048" 0.032168 -0.169973 116.23746374454 -28.54300120662 "" "" "" "" "" "" 19.525885 0.013631 1.566368 0.0402151574533782 19.349 0.055 1.012 0.077 0.261 0.107 1.543 0.058
"Gaia EDR3 5599926524027331584" -0.007859 0.168667 116.19192760126 -28.20436542216 "" "" "" "" "" "" 21.009161 0.029845 "" "" 19.484 0.025 1.303 0.148 "" "" 1.847 0.035
"Gaia EDR3 5599864740911299968" -0.075551 -0.167054 116.11484360882 -28.5400599485 "" "" "" "" "" "" 19.246145 0.014074 2.163282 0.04717693955737273 19.551 0.051 1.575 0.074 "" "" 2.207 0.058
"Gaia EDR3 5599864195450552320" 0.004505 -0.169564 116.20597373234 -28.54259661386 "" "" "" "" "" "" 20.86215 0.017589 "" "" 19.408 0.065 1.126 0.085 0.704 0.146 1.689 0.068
"Gaia EDR3 5599918724366247552" -0.000724 -0.02896 116.20002242493 -28.40199263235 "" "" "" "" "" "" 19.616398 0.008639 2.306622 0.07184676185465842 19.608 0.038 1.405 0.06 "" "" 2.215 0.045
"Gaia EDR3 5601424333733731456" 0.126157 0.19273 116.34396641122 -28.18022780201 "" "" "" "" "" "" 20.910572 0.016906 "" "" 19.359 0.042 1.49 0.066 0.362 0.136 1.629 0.049
"Gaia EDR3 5599872476146935296" 0.126984 -0.042496 116.34522374755 -28.41545313172 "" "" "" "" "" "" 20.028427 0.015074 2.685598 0.1259293583720651 20.329 0.062 1.646 0.105 "" "" 2.626 0.062
"Gaia EDR3 5599867493997960832" 0.117871 -0.121935 116.33496380748 -28.49490195916 "" "" "" "" "" "" 19.416473 0.016132 1.898401 0.05467047321909698 19.66 0.069 1.54 0.091 "" "" 1.926 0.07
"Gaia EDR3 5601427151233510016" 0.045348 0.208514 116.25228362051 -28.16450924662 "" "" "" "" "" "" 21.202597 0.03116 1.098257 1.0473718549937268 19.584 0.032 1.417 0.064 "" "" 1.699 0.038
"Gaia EDR3 5599921163903899520" 0.125988 0.079649 116.34392696972 -28.29330961254 "" "" "" "" "" "" 19.514225 0.010739 1.987013 0.052281771986037354 20.051 0.044 1.224 0.188 "" "" 2.227 0.048
"Gaia EDR3 5599921954182044416" 0.006543 0.096679 116.20827487233 -28.2763535632 "" "" "" "" "" "" 20.016327 0.010727 "" "" 19.602 0.035 1.154 0.051 "" "" 1.683 0.046
"Gaia EDR3 5599886975960898048" -0.22354 -0.238594 115.94621207212 -28.61139071031 "" "" "" "" "" "" 20.506052 0.013298 "" "" 19.614 0.03 1.05 0.068 "" "" 1.434 0.052
"Gaia EDR3 5599922675732264320" -0.090277 0.002142 116.09824457618 -28.37085212044 "" "" "" "" "" "" 20.65932 0.0104 "" "" 19.655 0.034 1.003 0.057 0.492 0.131 1.616 0.042
"Gaia EDR3 5599869864808055552" 0.232452 -0.014215 116.46506841432 -28.38699372986 "" "" "" "" "" "" 21.184193 0.031324 "" "" 19.927 0.045 -0.378 0.108 "" "" 1.748 0.053
"Gaia EDR3 5599864745215880576" -0.082156 -0.171254 116.10732105284 -28.54425548334 "" "" "" "" "" "" 19.75003 0.024801 2.889936 0.14424526747176142 20.403 0.058 1.591 0.096 "" "" 3.038 0.065
"Gaia EDR3 5599910855983008384" -0.224693 -0.179022 115.94504312537 -28.55181612368 "" "" "" "" "" "" 21.024364 0.01884 1.741392 0.21553709532235976 19.692 0.028 0.922 0.053 0.454 0.127 1.492 0.042
"Gaia EDR3 5599919720793496960" -0.084588 -0.002557 116.10470661927 -28.37555658739 "" "" "" "" "" "" 20.136047 0.00996 "" "" 19.816 0.028 1.495 0.065 "" "" 2.113 0.042
"Gaia EDR3 5599924702961104256" -0.101694 0.139497 116.08541924981 -28.23348741175 "" "" "" "" "" "" 19.782465 0.010601 1.743076 0.09485856033063121 19.66 0.02 2.264 0.075 -0.927 0.155 1.641 0.028
"Gaia EDR3 5599915597626174080" -0.241549 -0.066176 115.92614655232 -28.43893333505 "" "" "" "" "" "" 21.013481 0.022178 "" "" 19.848 0.025 1.421 0.073 "" "" 1.933 0.04
"Gaia EDR3 5599923362925415040" -0.025701 0.076821 116.1716569527 -28.29620919957 "" "" "" "" "" "" 20.919264 0.023925 "" "" 19.726 0.042 0.898 0.063 "" "" 1.34 0.049
"Gaia EDR3 5599923809608667776" -0.10991 0.062879 116.07600388623 -28.31009758397 "" "" "" "" "" "" 19.672873 0.015378 1.644894 0.053093631830945606 19.81 0.026 1.081 0.042 0.249 0.129 1.579 0.036
"Gaia EDR3 5599854059329071872" 0.226453 -0.230786 116.45877720836 -28.60357582498 "" "" "" "" "" "" 21.068298 0.03243 "" "" 19.702 0.058 1.622 0.098 "" "" 1.56 0.067
"Gaia EDR3 5599887456997370368" -0.242927 -0.18915 115.92425765874 -28.56190347042 "" "" "" "" "" "" 19.816862 0.015689 1.580711 0.06108412353467962 19.852 0.025 1.193 0.063 "" "" 1.601 0.044
"Gaia EDR3 5601427082519469184" 0.046797 0.192515 116.25393519343 -28.18050730909 "" "" "" "" "" "" 19.897509 0.014292 1.990097 0.06773320294360809 19.924 0.035 1.4 0.061 "" "" 1.836 0.042
"Gaia EDR3 5599886941601292032" -0.239194 -0.242452 115.92837103192 -28.61521400244 "" "" "" "" "" "" 20.019472 0.016469 1.37302 0.06936645293656005 19.824 0.035 1.122 0.061 0.047 0.127 1.38 0.051
"Gaia EDR3 5599863439548842368" 0.002555 -0.225646 116.20375498502 -28.59867850017 "" "" "" "" "" "" 20.519064 0.012614 1.357235 0.38433689078333344 19.892 0.046 1.326 0.077 "" "" 1.762 0.061
"Gaia EDR3 5599939305845693184" -0.104674 0.231708 116.08213929246 -28.14127371068 "" "" "" "" "" "" 21.139076 0.024024 "" "" 19.873 0.033 1.138 0.059 "" "" 1.445 0.077
"Gaia EDR3 5599937759658334976" -0.150589 0.217746 116.03004616954 -28.15518014376 "" "" "" "" "" "" 21.144222 0.034757 1.521275 0.5388363819231213 19.944 0.028 1.309 0.057 "" "" 1.638 0.036
"Gaia EDR3 5599870758161303040" 0.095071 -0.085385 116.30898347357 -28.45837484232 "" "" "" "" "" "" 20.975677 0.016459 "" "" 20.294 0.073 1.641 0.136 "" "" 2.054 0.076
"Gaia EDR3 5599854471645447040" 0.229896 -0.184297 116.46258365625 -28.5570801309 "" "" "" "" "" "" 20.927156 0.013851 1.264698 0.23396873671924628 19.844 0.06 1.267 0.091 "" "" 1.407 0.065
"Gaia EDR3 5599921026469072256" 0.115514 0.051279 116.33206683538 -28.32169114732 "" "" "" "" "" "" 20.015911 0.013565 1.967949 0.06446133679190962 20.211 0.044 1.406 0.075 "" "" 1.924 0.05
"Gaia EDR3 5599873128994921088" 0.17992 0.01415 116.40530193971 -28.35873094149 "" "" "" "" "" "" 20.407898 0.013759 1.717896 0.16168919204758245 20.159 0.058 1.316 0.099 "" "" 1.661 0.057
"Gaia EDR3 5599915769424858624" -0.225346 -0.032276 115.94465522755 -28.40506903298 "" "" "" "" "" "" 20.922916 0.015823 1.29752 0.4471999089098745 20.121 0.03 1.075 0.06 "" "" 1.528 0.045
"Gaia EDR3 5599864401610211200" -0.054412 -0.205316 116.13888446115 -28.57833533032 "" "" "" "" "" "" 21.146315 0.019428 "" "" 20.082 0.056 1.035 0.09 "" "" 1.408 0.073
"Gaia EDR3 5599864397313665408" -0.040472 -0.208479 116.15475654632 -28.58150404037 "" "" "" "" "" "" 20.150948 0.016728 2.257134 0.09407549480071843 20.52 0.064 1.711 0.138 "" "" 2.255 0.074
"Gaia EDR3 5599916972015928704" -0.152592 -0.009603 116.02740431564 -28.38252653873 "" "" "" "" "" "" 20.933891 0.01791 "" "" 20.223 0.046 1.043 0.084 "" "" 1.638 0.058
"Gaia EDR3 5599854402926531456" 0.230153 -0.189264 116.46288872709 -28.56204592744 "" "" "" "" "" "" 21.179388 0.039855 2.120949 0.6004023637944808 20.149 0.056 1.488 0.121 "" "" 1.583 0.064
"Gaia EDR3 5599860587687285120" 0.083703 -0.232546 116.29618572823 -28.60554606178 "" "" "" "" "" "" 20.389763 0.020745 1.588734 0.09231687409135991 20.47 0.055 0.423 0.088 "" "" 1.726 0.069
"Gaia EDR3 5599871892030947328" 0.041498 -0.052322 116.24803204782 -28.42534733168 "" "" "" "" "" "" 20.28024 0.016253 1.674341 0.08371104393686654 20.387 0.07 1.301 0.105 "" "" 1.809 0.072
"Gaia EDR3 5599865604199506432" 0.144193 -0.232152 116.36508470245 -28.60508652304 "" "" "" "" "" "" 20.826853 0.013237 "" "" 20.177 0.056 1.469 0.093 "" "" 1.487 0.065
"Gaia EDR3 5599910924702636160" -0.224689 -0.169402 115.9450710157 -28.54219668178 "" "" "" "" "" "" 21.177034 0.025624 "" "" 20.327 0.026 1.248 0.071 "" "" 1.64 0.037
"Gaia EDR3 5599862958500289536" -0.074314 -0.209509 116.11621747285 -28.58251618372 "" "" "" "" "" "" 20.997307 0.024163 1.761433 0.05738349081399632 20.342 0.049 1.029 0.097 "" "" 1.568 0.068
"Gaia EDR3 5599864470329690112" -0.063416 -0.191317 116.12864086608 -28.56433094125 "" "" "" "" "" "" 21.150908 0.027667 0.315163 0.41632711445208564 20.936 0.076 0.313 0.103 -0.667 0.132 "" ""
"Gaia EDR3 5601424883496163840" 0.211462 0.19558 116.44073594363 -28.17724341305 "" "" "" "" "" "" 20.96915 0.022412 "" "" 20.097 0.064 2.394 0.154 "" "" 1.365 0.068
"Gaia EDR3 5599871376634884096" 0.009256 -0.07352 116.21137226729 -28.44655269268 "" "" "" "" "" "" 20.155037 0.005479 1.74206 0.11274498007450265 20.519 0.062 1.23 0.104 "" "" 1.809 0.066
"Gaia EDR3 5599914566834815360" -0.178168 -0.095007 115.99817062409 -28.46789054216 "" "" "" "" "" "" 21.09565 0.023446 "" "" 20.396 0.039 1.106 0.082 "" "" 1.567 0.049
"Gaia EDR3 5599910306226379520" -0.143751 -0.1899 116.03717485353 -28.56283536348 "" "" "" "" "" "" 21.08098 0.03007 0.705431 0.40026846216008577 20.38 0.057 1.069 0.089 "" "" 1.514 0.072
"Gaia EDR3 5599887353918155008" -0.241734 -0.199079 115.92559086354 -28.57183497685 "" "" "" "" "" "" 20.949476 0.015464 1.446894 0.33129091086837864 20.464 0.035 1.22 0.099 "" "" 1.737 0.053
"Gaia EDR3 5599921816736953472" 0.051565 0.100255 116.25939498057 -28.27276575584 "" "" "" "" "" "" 20.790623 0.013035 3.015041 0.6110090549942775 20.853 0.057 1.64 0.151 "" "" 2.185 0.061
"Gaia EDR3 5601422924984463872" 0.146168 0.151109 116.36673286722 -28.22182407059 "" "" "" "" "" "" 20.343851 0.018429 2.290127 0.12609096848307572 20.639 0.043 1.575 0.118 "" "" 1.965 0.049
"Gaia EDR3 5599938446851943936" -0.11245 0.217754 116.07330407857 -28.15521956037 "" "" "" "" "" "" 20.360878 0.042884 1.595713 0.1527891985874656 20.445 0.034 1.311 0.07 "" "" 1.68 0.044
"Gaia EDR3 5599866360115566464" 0.173028 -0.175587 116.39782239364 -28.54847875806 "" "" "" "" "" "" 20.935684 0.019389 1.701212 0.3703975759126941 20.542 0.073 1.436 0.126 "" "" 1.736 0.076
"Gaia EDR3 5599872166909305472" 0.13689 -0.072584 116.35653096613 -28.44552817748 "" "" "" "" "" "" 20.979994 0.019661 1.506573 0.18967216097783038 20.663 0.068 1.37 0.131 "" "" 1.803 0.069
"Gaia EDR3 5599866806792213120" 0.124038 -0.171466 116.34204698299 -28.54442614302 "" "" "" "" "" "" 21.0592 0.019858 "" "" 20.706 0.082 1.401 0.129 "" "" 1.947 0.085
"Gaia EDR3 5599873232062722304" 0.117209 -0.030777 116.33409519601 -28.40374481702 "" "" "" "" "" "" 20.785597 0.044442 "" "" 21.299 0.061 -0.356 0.087 "" "" 2.357 0.069
"Gaia EDR3 5599919033598320512" 0.035605 0.000309 116.24131070003 -28.37271757775 "" "" "" "" "" "" 20.796936 0.020957 1.589043 0.14158411612889352 20.571 0.046 1.003 0.086 "" "" 1.58 0.055
"Gaia EDR3 5599937416064372608" -0.193042 0.188809 115.98183693966 -28.184048812 "" "" "" "" "" "" 20.622444 0.017903 1.826496 0.172052096520211 20.628 0.038 1.414 0.1 "" "" 1.852 0.053
"Gaia EDR3 5599938343771364736" -0.09917 0.196778 116.08834365888 -28.17620885173 "" "" "" "" "" "" 18.588476 0.010505 "" "" 20.625 0.035 1.371 0.086 "" "" 1.717 0.043
"Gaia EDR3 5599866222674508160" 0.21489 -0.170756 116.44546757685 -28.54357019413 "" "" "" "" "" "" 20.938173 0.012539 "" "" 20.706 0.092 1.701 0.161 "" "" 1.922 0.101
"Gaia EDR3 5599911955494445056" -0.102013 -0.143916 116.08474649349 -28.5168995388 "" "" "" "" "" "" 20.953884 0.014249 "" "" 20.753 0.084 0.881 0.141 "" "" 1.64 0.096
"Gaia EDR3 5599914738632004480" -0.208924 -0.093099 115.96318876098 -28.46592543018 "" "" "" "" "" "" 21.256737 0.031073 1.581038 0.21213914920400714 20.716 0.027 1.163 0.089 "" "" 1.684 0.057
"Gaia EDR3 5599923981407373952" -0.118376 0.075479 116.06640265811 -28.29748769766 "" "" "" "" "" "" 20.61122 0.024149 1.897253 0.12437280661382535 21.288 0.052 1.593 0.179 "" "" 2.518 0.059
"Gaia EDR3 5599866153956535168" 0.180822 -0.187879 116.40672026983 -28.56075766559 "" "" "" "" "" "" 21.018091 0.017642 1.47961 0.2785599000574203 20.746 0.065 1.553 0.161 "" "" 1.618 0.072
"Gaia EDR3 5599866669352905728" 0.10326 -0.196845 116.3184217284 -28.56982774997 "" "" "" "" "" "" 20.923813 0.024626 1.823729 0.45374872919381276 21.268 0.106 1.125 0.171 "" "" 2.409 0.115
"Gaia EDR3 5599923328567276288" -0.045498 0.079639 116.14917477736 -28.29338462371 "" "" "" "" "" "" 20.937283 0.027008 "" "" 20.963 0.041 1.296 0.099 "" "" 2.294 0.06
"Gaia EDR3 5599916422260135680" -0.19013 -0.040098 115.98467569508 -28.41296053582 "" "" "" "" "" "" 20.946604 0.016103 1.016739 0.321857752859862 21.965 0.116 -0.455 0.164 0.487 0.291 3.571 0.151
"Gaia EDR3 5599855880395281536" 0.24702 -0.188416 116.48209032882 -28.56116051811 "" "" "" "" "" "" 21.117306 0.034258 1.394581 0.42302164262836484 20.843 0.081 1.589 0.156 "" "" 1.727 0.084
"Gaia EDR3 5599910065713340032" -0.116615 -0.18987 116.06807108661 -28.56283914749 "" "" "" "" "" "" 20.971819 0.02331 1.497719 0.16489480138864293 20.737 0.05 1.329 0.109 "" "" 1.606 0.081
"Gaia EDR3 5599887349618959360" -0.239662 -0.19936 115.92794912018 -28.57212148643 "" "" "" "" "" "" 21.149899 0.026594 "" "" 20.781 0.053 1.084 0.099 "" "" 1.565 0.071
"Gaia EDR3 5599910959061951744" -0.222426 -0.169171 115.94764789539 -28.54196990088 "" "" "" "" "" "" 21.079958 0.02231 0.244925 0.2884686308942447 21.014 0.046 0.323 0.082 -0.52 0.129 0.369 0.096
"Gaia EDR3 5599854402925967744" 0.230319 -0.197555 116.46309806282 -28.57033717374 "" "" "" "" "" "" 20.819391 0.010351 1.302506 0.17583687348505717 21.381 0.082 -0.31 0.112 "" "" 1.714 0.095
"Gaia EDR3 5599872269990238080" 0.181746 -0.048752 116.40749985838 -28.4216291668 "" "" "" "" "" "" 20.947008 0.015194 1.310469 0.47289180037826833 21.02 0.055 0.127 0.138 "" "" 1.705 0.06
"Gaia EDR3 5599923809608570624" -0.11254 0.055444 116.0730075508 -28.3175289756 "" "" "" "" "" "" 20.603697 0.016052 1.558506 0.12661332794378324 20.853 0.053 1.311 0.118 "" "" 1.618 0.063
"Gaia EDR3 5599866085237043072" 0.19711 -0.190307 116.42526987976 -28.56315663671 "" "" "" "" "" "" 21.007887 0.022219 "" "" 20.747 0.075 1.363 0.113 "" "" 1.478 0.08
