id,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
24,460.986,710.114,11.179,0.008,0.294,0.032,,,0.564,0.012,119.94275554523067,-28.73434566170448
25,2354.84,3169.92,11.184,0.014,0.303,0.019,-0.585,0.019,0.407,0.016,119.67878674032409,-28.438819974993528
26,1582.58,2503.5,11.186,0.009,0.388,0.016,-0.555,0.018,0.487,0.016,119.78602344114138,-28.518645155695967
27,3489.97,1993.42,11.189,0.011,0.169,0.014,-0.408,0.014,0.218,0.016,119.52373832878158,-28.58205499322099
28,2269.69,76.125,11.193,0.009,0.58,0.024,0.334,0.024,0.784,0.013,119.69422036583262,-28.812639117985
29,1638.32,2293.25,11.199,0.007,0.038,0.011,0.05,0.016,0.002,0.016,119.77859209449997,-28.544106303528718
30,3061.5,996.165,11.221,0.01,1.071,0.016,0.909,0.014,1.01,0.02,119.58398599229633,-28.7021809977674
31,4016.44,3000.18,11.259,0.038,0.449,0.067,,,,,119.44997200924377,-28.46087093168176
32,2514.44,3015.25,11.28,0.014,0.562,0.019,0.223,0.017,0.609,0.017,119.65697399156885,-28.45766013278124
33,2105.02,585.225,11.289,0.008,0.304,0.014,-0.571,0.016,0.34,0.016,119.71630832605196,-28.750959938988945
34,2292.57,2282.95,11.312,0.019,0.508,0.028,-0.579,0.027,0.822,0.023,119.688429417345,-28.545956359503226
35,4001.09,2970.49,11.328,0.011,0.521,0.037,0.181,0.043,0.603,0.013,119.45212317586956,-28.464444890372672
36,832.211,2165.58,11.35,0.011,0.892,0.014,0.64,0.008,0.86,0.014,119.8898503200863,-28.558790004999295
37,1602.9,595.073,11.603,0.013,1.532,0.022,1.504,0.025,1.547,0.015,119.7855035330862,-28.749305247270243
38,2934.72,746.961,11.629,0.008,0.179,0.019,0.118,0.019,0.088,0.023,119.60175785065066,-28.732181045031922
39,376.688,627.275,11.64,0.016,0.25,0.046,-0.489,0.062,0.322,0.018,119.95447330319782,-28.744279111756004
40,1940.4,2177.82,11.642,0.011,0.385,0.016,-0.514,0.015,0.472,0.014,119.73709449435749,-28.558335955881255
41,1483.31,2096.55,11.649,0.009,0.346,0.016,-0.534,0.015,0.451,0.018,119.80019213292792,-28.567734909241448
42,2134.64,2934.91,11.654,0.008,0.256,0.013,0.129,0.012,0.357,0.011,119.70941767232095,-28.467018194159387
43,3713.89,971.57,11.795,0.01,0.517,0.016,0.083,0.014,0.513,0.016,119.49409676227484,-28.705756942874057
44,2704.38,526.939,11.81,0.007,0.083,0.016,0.098,0.017,0.018,0.019,119.63376846196851,-28.75855852173561
45,2544.48,2364.46,11.855,0.014,0.627,0.022,0.078,0.019,0.671,0.022,119.65361136019072,-28.536338585458807
46,3456.39,2767.17,11.86,0.009,0.397,0.017,0.052,0.018,0.473,0.014,119.52744192552495,-28.488513041258418
47,2368.18,1747.61,11.896,0.012,1.201,0.018,0.961,0.016,1.118,0.018,119.6786479171594,-28.610724359985607
48,4045.8,1262.09,11.954,0.007,0.209,0.014,0.145,0.015,0.175,0.028,119.4480025498097,-28.67095345562813
49,2041.63,520.752,11.957,0.01,0.509,0.015,0.063,0.013,0.539,0.02,119.72512239419763,-28.758693124372993
50,771.465,750.15,11.974,0.013,0.248,0.02,0.235,0.016,0.303,0.017,119.8999145150002,-28.729794375261413
51,2014.89,4006.38,11.984,0.011,1.116,0.021,1.0,0.021,1.054,0.015,119.7246422324332,-28.337415831888944
52,1984.7,1917.51,11.994,0.012,0.333,0.019,-0.525,0.016,0.442,0.016,119.73129974525854,-28.589836478333954
53,3333.03,1126.41,12.003,0.012,1.317,0.015,1.156,0.009,1.361,0.015,119.54640547536029,-28.686691548295602
54,997.548,20.471,12.058,0.017,0.856,0.048,0.261,0.059,0.733,0.021,119.86962564540609,-28.818188252638468
55,3664.1,3133.41,12.072,0.006,0.431,0.033,0.084,0.036,0.498,0.009,119.49837564982133,-28.444443579310686
56,2033.31,3680.73,12.088,0.01,0.332,0.017,-0.507,0.015,0.387,0.012,119.72249260100884,-28.37678902143288
57,3741.13,697.336,12.115,0.012,0.46,0.019,0.081,0.016,0.489,0.021,119.49067002616893,-28.73892445578287
58,2671.55,3308.59,12.134,0.011,0.776,0.016,0.403,0.016,0.945,0.014,119.63496901522188,-28.422354126266285
59,4.195,2635.98,12.141,0.02,0.537,0.032,0.121,0.03,0.563,0.025,120.0034132157032,-28.501174207742576
60,1582.76,583.202,12.162,0.014,0.243,0.024,0.066,0.021,0.253,0.016,119.78829360754109,-28.75072127482525
61,2172.02,3497.84,12.166,0.011,0.14,0.016,0.045,0.014,0.131,0.013,119.70359283779999,-28.399020357180714
62,1669.77,1717.03,12.19,0.009,0.395,0.022,-0.467,0.023,0.584,0.016,119.77494600377028,-28.613773967819235
63,1283.62,3657.21,12.192,0.01,0.305,0.026,-0.466,0.026,0.369,0.017,119.82585014972989,-28.378937959031322
64,3822.76,1634.38,12.217,0.01,1.199,0.013,1.152,0.011,1.137,0.018,119.47829912479258,-28.625754331629157
65,2282.82,15.413,12.255,0.006,1.429,0.02,1.206,0.022,1.43,0.011,119.69248322154913,-28.819988560991685
66,441.968,941.83,12.265,0.011,2.085,0.018,1.652,0.019,2.358,0.015,119.94509986060186,-28.70632423120213
67,858.441,2257.58,12.27,0.012,0.207,0.014,0.013,0.009,0.249,0.017,119.88612510031831,-28.54769569047583
68,2824.94,1786.4,12.271,0.01,0.955,0.013,0.565,0.011,0.943,0.017,119.61564653080046,-28.606458984966434
69,3370.59,1084.57,12.301,0.012,0.685,0.015,0.241,0.011,0.69,0.015,119.54127860083219,-28.69178283270806
70,2393.6,1395.73,12.326,0.01,0.395,0.017,0.265,0.016,0.384,0.016,119.67556482669468,-28.653274029300583
71,1527.68,2757.9,12.344,0.01,0.35,0.017,-0.52,0.017,0.434,0.014,119.7932862466569,-28.487849074927855
72,882.29,1244.18,12.345,0.014,0.426,0.025,0.121,0.023,0.454,0.02,119.8840491321386,-28.670191333428512
73,46.88,2107.61,12.353,0.019,0.448,0.038,0.091,0.037,0.424,0.025,119.99816142369272,-28.56506939540103
74,3172.76,287.814,12.354,0.009,0.21,0.014,0.129,0.014,0.169,0.024,119.56949763638006,-28.787891073352334
75,2737.1,112.687,12.367,0.009,0.497,0.018,0.104,0.018,0.504,0.024,119.62975375742002,-28.808652858483004
76,2665.27,514.164,12.375,0.008,0.324,0.019,0.21,0.02,0.343,0.021,119.63917424347889,-28.76006625194145
77,1824.02,3540.15,12.398,0.008,0.437,0.013,-0.04,0.012,0.517,0.011,119.75150695790352,-28.393585077722324
78,2682.94,4018.8,12.413,0.016,0.339,0.029,0.029,0.032,0.399,0.025,119.63255035441092,-28.336532848556654
79,1046.53,1027.04,12.416,0.013,0.498,0.025,0.07,0.024,0.522,0.019,119.86167151303901,-28.696585541540188
80,2753.0,2416.83,12.425,0.013,1.339,0.018,1.178,0.014,1.377,0.017,119.62480855309185,-28.530202360025285
81,2153.01,3110.64,12.439,0.01,2.032,0.014,1.536,0.013,2.607,0.011,119.7066757259354,-28.44579749153465
82,645.756,3567.41,12.445,0.01,0.854,0.018,0.43,0.018,0.843,0.022,119.91387398273241,-28.389200560893723
83,2310.6,1982.89,12.449,0.014,0.466,0.025,0.051,0.024,0.473,0.021,119.68630295647085,-28.582236530951512
84,209.225,855.404,12.451,0.014,0.235,0.037,0.24,0.052,0.204,0.018,119.97728201384378,-28.716553855906238
85,1144.73,2277.54,12.452,0.011,1.629,0.015,1.53,0.012,1.678,0.014,119.84664216015676,-28.54554829303312
86,2498.04,1987.78,12.455,0.009,0.502,0.015,-0.361,0.014,0.654,0.02,119.66046234043658,-28.581818958334534
87,1768.68,64.474,12.458,0.01,1.43,0.022,1.24,0.022,1.438,0.012,119.7632882758237,-28.813583696182953
88,645.758,448.611,12.462,0.012,1.174,0.026,0.941,0.033,1.156,0.016,119.91760102855139,-28.766120316302036
89,1754.1,1593.71,12.464,0.012,0.946,0.017,0.647,0.014,0.978,0.019,119.76347021883917,-28.62875571486826
90,1258.33,2143.12,12.515,0.007,0.326,0.012,0.08,0.013,0.361,0.015,119.83114536989902,-28.561898599175258
91,2088.97,1961.46,12.543,0.012,0.358,0.016,-0.424,0.011,0.462,0.014,119.7168757322069,-28.584621401170498
92,1487.67,1121.88,12.584,0.009,0.419,0.015,0.084,0.013,0.412,0.015,119.8007560381805,-28.685531841945384
93,2113.49,222.084,12.6,0.014,0.236,0.019,0.19,0.013,0.231,0.018,119.71557490473961,-28.794854865963057
94,2269.54,125.859,12.601,0.013,1.11,0.019,0.746,0.014,1.078,0.017,119.69418160244828,-28.80662841969634
95,830.929,373.85,12.602,0.011,0.471,0.033,0.131,0.037,0.487,0.019,119.89216833983313,-28.775326797252784
96,130.975,3277.4,12.612,0.012,1.078,0.021,0.975,0.021,0.936,0.02,119.98517261437415,-28.4237732352945
97,2086.57,1826.29,12.619,0.01,0.44,0.016,-0.413,0.014,0.489,0.017,119.717368066749,-28.600955034236343
98,827.862,2869.24,12.632,0.01,0.351,0.016,0.23,0.014,0.369,0.016,119.88960878665195,-28.473745761439357
99,2903.26,918.209,12.64,0.008,0.428,0.012,0.116,0.01,0.418,0.021,119.60588930752944,-28.71145591201237
100,2183.6,1866.7,12.645,0.013,0.44,0.017,-0.415,0.014,0.512,0.019,119.70394617038565,-28.596161082855073
102,1224.71,2611.15,12.654,0.008,1.85,0.012,1.685,0.013,1.969,0.014,119.83521985018749,-28.5053041361812
101,2136.35,481.239,12.654,0.011,0.216,0.016,-0.144,0.013,0.252,0.018,119.71211440123318,-28.763556060954176
104,1675.7,2812.23,12.658,0.01,0.266,0.018,0.111,0.018,0.29,0.017,119.77281978525522,-28.481420005757563
103,1808.58,1259.21,12.658,0.027,0.238,0.05,-0.299,0.046,0.271,0.041,119.7563610303975,-28.66923182325346
105,3017.96,2239.88,12.668,0.011,1.981,0.015,1.653,0.014,2.011,0.016,119.58850070949345,-28.551832618350332
106,542.364,139.701,12.681,0.022,0.545,0.041,0.098,0.05,0.509,0.026,119.93222096041366,-28.803357715323266
107,1245.19,1657.78,12.722,0.011,0.214,0.018,0.177,0.015,0.167,0.016,119.83353648706584,-28.620541788722747
108,2423.26,358.704,12.723,0.015,0.583,0.019,0.14,0.011,0.573,0.023,119.6727161667386,-28.778630347893095
109,3334.85,3278.37,12.724,0.006,1.06,0.015,0.747,0.016,1.169,0.013,119.54358278726572,-28.426619968915382
110,1779.91,2670.62,12.73,0.01,1.445,0.017,1.677,0.018,1.401,0.016,119.758625807398,-28.498630566269004
111,3258.7,3444.16,12.74,0.007,0.213,0.019,0.176,0.021,0.286,0.017,119.55388036992403,-28.40651311424224
112,2207.1,1221.41,12.75,0.008,0.305,0.013,0.147,0.012,0.236,0.014,119.70147837117298,-28.67416878752225
113,1194.69,1441.87,12.758,0.006,0.443,0.009,0.09,0.009,0.482,0.015,119.84075491677191,-28.646588686429943
114,3263.06,1396.86,12.766,0.009,1.179,0.012,0.9,0.009,1.165,0.019,119.55572619069505,-28.65394181714329
116,1808.21,2773.43,12.787,0.008,0.795,0.015,0.501,0.016,0.761,0.014,119.7546023612634,-28.486231733546582
117,1367.56,1762.93,12.788,0.01,0.186,0.017,-0.033,0.015,0.199,0.016,119.81654461805661,-28.607947183167216
118,2414.63,4023.43,12.807,0.01,1.139,0.023,0.663,0.026,1.208,0.017,119.66952586912792,-28.33572507552894
119,3770.41,3172.81,12.812,0.008,0.123,0.02,-0.078,0.021,0.086,0.015,119.48367590224636,-28.439780275699345
120,464.335,702.52,12.82,0.011,0.307,0.025,0.207,0.04,0.284,0.015,119.94230302974701,-28.735266526221093
121,1565.37,706.542,12.832,0.011,0.39,0.017,0.068,0.015,0.386,0.014,119.79054305810969,-28.73579903808617
122,2050.34,135.923,12.838,0.008,1.924,0.018,1.637,0.019,2.032,0.013,119.7243818134322,-28.805209357842585
123,2040.6,1967.17,12.847,0.008,0.385,0.012,-0.486,0.01,0.479,0.011,119.7235357237143,-28.583886576109872
124,1053.35,407.972,12.855,0.007,1.191,0.015,0.931,0.017,1.197,0.017,119.86147137252702,-28.771408778128073
125,529.431,3236.3,12.868,0.008,1.114,0.013,0.599,0.012,1.134,0.018,119.9303027201186,-28.429108958999315
126,1491.56,3242.27,12.873,0.006,1.5,0.01,1.217,0.01,1.598,0.011,119.797685772666,-28.429277542582696
127,2676.85,1851.08,12.888,0.007,0.441,0.013,0.064,0.013,0.454,0.013,119.63598040971078,-28.59850513884179
128,2273.83,2248.68,12.889,0.013,0.346,0.019,-0.492,0.019,0.456,0.021,119.69105329978849,-28.550080693980053
129,2339.67,911.2,12.892,0.006,0.67,0.011,0.176,0.011,0.684,0.019,119.6835770433969,-28.711781591439806
130,3714.44,1040.07,12.898,0.008,1.443,0.01,1.381,0.01,1.469,0.016,119.49393909068536,-28.697478943481507
131,2408.33,1465.73,12.92,0.007,1.287,0.013,0.951,0.013,1.294,0.02,119.67345093933349,-28.644827866878316
132,774.876,2740.62,12.937,0.008,0.574,0.012,0.181,0.01,0.598,0.017,119.89706553910086,-28.48924100191039
133,2445.17,3779.23,12.941,0.008,1.337,0.018,1.17,0.02,1.378,0.013,119.66560840142337,-28.365265908253832
134,1360.16,1968.47,12.949,0.007,0.479,0.011,0.035,0.011,0.552,0.019,119.81731891296295,-28.58309997850714
135,2721.45,2016.93,12.951,0.007,0.446,0.012,0.055,0.011,0.503,0.014,119.62963500180847,-28.57850274090774
136,356.657,3606.71,12.952,0.01,1.168,0.021,1.112,0.021,0.997,0.019,119.95367340146844,-28.38418354274971
137,288.835,642.077,12.954,0.015,0.568,0.035,0.161,0.044,0.561,0.016,119.9665643530741,-28.742408954475
138,3506.06,1891.46,12.971,0.013,1.273,0.016,0.927,0.01,1.307,0.018,119.52164250509034,-28.59439216591301
139,2699.66,4021.89,12.996,0.013,0.434,0.029,-0.474,0.031,0.561,0.024,119.63024215133582,-28.336174877252702
140,2925.45,2687.79,12.998,0.012,0.202,0.016,-0.233,0.014,0.286,0.015,119.60071601801951,-28.497615260347207
141,1339.19,1021.92,13.054,0.008,1.636,0.017,1.461,0.018,1.673,0.011,119.82134043424615,-28.697475059714776
142,2749.13,965.076,13.057,0.006,0.653,0.01,0.157,0.012,0.645,0.021,119.62707696552847,-28.7056492528719
143,1091.18,2710.13,13.068,0.008,0.346,0.012,0.081,0.011,0.379,0.015,119.85350593834382,-28.493218462962847
145,1719.05,990.659,13.072,0.006,0.867,0.009,0.603,0.008,0.853,0.011,119.76902185967865,-28.701604496098504
146,2870.34,3923.11,13.075,0.011,0.368,0.029,0.01,0.033,0.39,0.022,119.60683545616145,-28.34827074777438
147,710.386,1942.33,13.077,0.008,0.691,0.012,0.332,0.01,0.676,0.014,119.90690821499385,-28.585657988018447
148,2246.74,1895.59,13.085,0.01,0.599,0.015,0.081,0.016,0.606,0.019,119.69520908538327,-28.592728018856423
149,2856.64,2434.56,13.094,0.011,0.537,0.018,0.043,0.015,0.679,0.015,119.6105027085589,-28.528155495441897
150,3463.02,2285.46,13.102,0.01,0.195,0.012,-0.214,0.012,0.253,0.013,119.52710381410998,-28.546735819878986
151,2503.52,1993.8,13.102,0.008,0.436,0.016,-0.031,0.017,0.498,0.015,119.65969983988275,-28.581096486091486
152,2151.31,224.072,13.111,0.007,0.259,0.01,-0.484,0.009,0.311,0.017,119.71035981505474,-28.79464959590305
153,3048.73,2658.43,13.128,0.011,1.258,0.014,1.297,0.01,1.487,0.013,119.58375947894746,-28.50127758626908
154,2302.46,3015.08,13.13,0.01,0.587,0.013,0.176,0.01,0.642,0.013,119.68619130396081,-28.457484571490365
155,1413.36,3408.85,13.131,0.007,1.52,0.016,1.409,0.017,1.533,0.012,119.80826496177319,-28.40907331665166
156,3932.08,2344.95,13.137,0.009,0.421,0.013,0.395,0.018,0.391,0.014,119.46238238534833,-28.539980143227677
157,1809.67,1709.56,13.143,0.009,1.738,0.014,1.619,0.014,1.825,0.017,119.75567257642868,-28.61480617219837
158,2198.05,2475.33,13.157,0.013,0.355,0.02,-0.16,0.019,0.472,0.021,119.70122715085108,-28.522618998980064
159,379.834,3965.25,13.159,0.01,0.43,0.024,0.088,0.027,0.293,0.018,119.95005042955194,-28.34087394285441
160,1800.36,652.505,13.166,0.01,0.239,0.014,0.176,0.013,0.219,0.013,119.75821907120475,-28.742547026404274
161,2614.05,2006.42,13.173,0.009,0.441,0.016,0.014,0.015,0.444,0.014,119.64445045674525,-28.579673560197328
162,2664.02,3665.95,13.183,0.009,1.341,0.02,1.345,0.022,1.363,0.014,119.63557978570798,-28.379158726654058
163,2733.18,2035.53,13.188,0.007,0.355,0.012,0.026,0.011,0.419,0.011,119.62799603199268,-28.57626570564067
164,1545.36,2453.5,13.192,0.007,0.437,0.012,0.201,0.011,0.56,0.014,119.79121321292358,-28.524653429528232
165,832.995,481.483,13.196,0.01,0.383,0.018,-0.384,0.021,0.467,0.019,119.89175495022685,-28.762320815496935
166,1232.52,3234.25,13.203,0.006,0.329,0.011,0.218,0.011,0.315,0.013,119.83339872559812,-28.430007150198318
167,3603.34,399.395,13.206,0.012,0.542,0.015,0.108,0.011,0.578,0.024,119.51001763422046,-28.77480438544821
168,1212.61,2791.61,13.211,0.009,0.696,0.012,0.296,0.01,0.734,0.014,119.83667191747392,-28.483483605158078
169,3801.14,2645.75,13.227,0.007,0.521,0.014,0.214,0.018,0.579,0.011,119.48007029697474,-28.50350608465715
170,1726.54,1083.84,13.236,0.007,1.312,0.011,1.261,0.01,1.286,0.013,119.76787815435488,-28.690350116132734
171,380.68,2360.05,13.238,0.007,0.885,0.013,0.656,0.013,0.867,0.013,119.95185222332219,-28.53486978206645
172,3240.34,615.551,13.239,0.008,0.65,0.011,0.186,0.008,0.59,0.02,119.55979143180842,-28.748345221369792
173,3682.13,1706.7,13.25,0.009,1.284,0.012,1.135,0.011,1.371,0.019,119.49759566454347,-28.616884061297167
174,2745.18,724.99,13.252,0.008,0.561,0.013,0.124,0.012,0.561,0.018,119.62790832250037,-28.73466098437123
175,3025.81,2550.16,13.257,0.011,0.276,0.015,0.178,0.012,0.304,0.014,119.58704792739667,-28.514341259699737
176,2523.94,3020.57,13.262,0.012,0.755,0.016,0.552,0.014,0.793,0.017,119.65565825278105,-28.45702597740626
177,2297.71,1719.46,13.264,0.01,0.366,0.016,-0.438,0.015,0.495,0.013,119.6883944084206,-28.614061210810537
178,2801.6,469.453,13.266,0.009,0.273,0.011,0.193,0.01,0.211,0.019,119.6204373749052,-28.76559588246939
179,1010.73,3275.35,13.267,0.007,0.272,0.011,0.057,0.011,0.276,0.014,119.863918823562,-28.424834863373494
180,66.24,3625.33,13.27,0.017,0.474,0.029,0.189,0.027,0.279,0.024,119.9936791945239,-28.381664568799987
181,1637.33,1553.11,13.271,0.006,0.554,0.01,0.076,0.01,0.565,0.015,119.77961309770427,-28.633554366707603
182,3972.63,1691.0,13.276,0.008,0.516,0.012,0.333,0.015,0.519,0.02,119.45757494190093,-28.619050217959185
183,3468.05,2234.62,13.277,0.008,0.209,0.011,-0.08,0.013,0.289,0.013,119.52647129105887,-28.552884697415692
184,328.554,3154.8,13.28,0.007,0.964,0.015,0.739,0.016,0.948,0.016,119.95808690960443,-28.43877273604449
185,2047.34,1278.07,13.288,0.007,1.323,0.013,0.929,0.013,1.328,0.015,119.7234303058158,-28.66717339542965
186,1608.07,2209.31,13.299,0.006,1.835,0.009,1.514,0.016,1.941,0.013,119.78286175646022,-28.55422281475482
187,2322.48,1898.06,13.302,0.01,0.725,0.017,0.276,0.016,0.674,0.014,119.6847669229002,-28.592499577574625
188,647.96,1506.63,13.305,0.01,0.401,0.014,-0.4,0.013,0.513,0.015,119.91603307416717,-28.63825638297248
189,590.452,524.71,13.31,0.009,0.338,0.024,0.217,0.035,0.373,0.013,119.92513288295245,-28.756872272956308
191,1467.35,2926.24,13.319,0.007,1.328,0.012,0.984,0.012,1.43,0.013,119.80140031820201,-28.46744867757723
190,3246.85,1993.34,13.319,0.011,0.347,0.015,-0.334,0.012,0.498,0.015,119.55724754597851,-28.581839746886423
192,2427.75,1014.79,13.332,0.006,0.296,0.01,-0.475,0.011,0.324,0.015,119.67131321423187,-28.699343796040967
194,2268.37,1366.95,13.354,0.007,0.451,0.012,0.263,0.011,0.483,0.013,119.69285961734944,-28.656636358773657
195,3046.34,1017.17,13.363,0.008,1.124,0.012,0.9,0.009,1.136,0.02,119.58605038498393,-28.699628431886566
196,1744.69,3896.71,13.376,0.007,1.204,0.019,0.817,0.02,1.243,0.012,119.76201484658212,-28.350419937951973
197,829.362,2004.19,13.379,0.007,0.438,0.01,0.066,0.01,0.528,0.011,119.8904358759975,-28.578292018091553
198,954.186,779.732,13.385,0.009,0.57,0.015,0.147,0.013,0.611,0.015,119.87469480687557,-28.726388306726072
199,2631.25,3530.92,13.392,0.008,0.502,0.016,0.077,0.016,0.57,0.013,119.64025783654142,-28.395447344310277
200,767.91,2791.56,13.402,0.007,1.243,0.014,0.829,0.014,1.282,0.017,119.89796478066043,-28.483078247931978
201,638.263,2882.05,13.412,0.009,0.562,0.013,0.1,0.011,0.572,0.016,119.91572582317282,-28.472022218547636
202,1549.05,3193.46,13.421,0.006,0.3,0.01,0.017,0.011,0.365,0.01,119.78982028503941,-28.43522961791189
203,1689.17,1097.96,13.437,0.006,0.559,0.01,0.186,0.009,0.568,0.012,119.77301196983751,-28.68860908409865
204,3916.52,1148.07,13.437,0.008,1.238,0.011,0.878,0.011,1.282,0.023,119.46595742171338,-28.684613644791188
205,3700.13,2156.86,13.441,0.011,1.86,0.023,0.306,0.028,,,119.49457673985908,-28.562497016271404
206,876.116,558.805,13.442,0.006,0.566,0.012,0.113,0.013,0.582,0.015,119.88571919332172,-28.753016024124957
207,704.843,228.229,13.445,0.013,0.371,0.032,-0.067,0.047,0.442,0.018,119.9097207509448,-28.79280905274407
208,1364.84,481.577,13.446,0.009,0.489,0.017,0.04,0.018,0.534,0.019,119.81845087782169,-28.762801474541046
209,3882.48,1824.79,13.449,0.007,0.334,0.01,0.239,0.014,0.325,0.016,119.46984038199898,-28.602797743936627
210,3631.75,547.825,13.451,0.009,0.565,0.014,0.102,0.011,0.565,0.018,119.50592450571752,-28.756892288876763
211,829.641,3738.24,13.453,0.01,0.431,0.018,0.074,0.017,0.411,0.019,119.88832503349145,-28.368725164417835
212,890.474,684.799,13.457,0.008,0.51,0.013,0.076,0.012,0.56,0.013,119.88358965932166,-28.73780241115642
213,9.914,1539.74,13.457,0.014,0.705,0.027,0.438,0.032,0.678,0.02,120.00393510064256,-28.633664634802525
214,3688.38,3080.75,13.463,0.008,1.253,0.019,1.035,0.02,1.296,0.011,119.49509208293065,-28.450830219891717
215,3157.14,2798.02,13.467,0.011,1.357,0.015,1.2,0.012,1.441,0.013,119.5686505507975,-28.48450784967834
216,2972.29,287.587,13.473,0.01,0.236,0.013,-0.177,0.012,0.229,0.023,119.59712859870716,-28.787733048854218
217,81.641,741.07,13.477,0.019,0.489,0.036,0.172,0.053,0.54,0.021,119.99500350208686,-28.73025356226747
218,2881.07,3009.99,13.484,0.011,0.443,0.014,0.007,0.012,0.571,0.014,119.60644782785504,-28.458635001506156
219,1216.33,1409.64,13.493,0.007,0.338,0.012,0.277,0.011,0.374,0.011,119.83781080372194,-28.650503834733613
220,2006.68,3426.15,13.504,0.007,0.29,0.012,0.18,0.012,0.273,0.01,119.72646725429215,-28.407531431082308
221,3051.75,3155.31,13.507,0.01,0.391,0.013,0.215,0.011,0.482,0.014,119.5827494052648,-28.441230377817234
222,2227.12,2979.89,13.513,0.007,0.434,0.011,0.041,0.01,0.529,0.011,119.69661743876351,-28.46166773009737
223,3914.68,2211.53,13.521,0.007,0.622,0.011,0.323,0.018,0.659,0.013,119.46494007177617,-28.556088404789705
224,1454.18,2859.49,13.525,0.007,0.624,0.012,0.186,0.011,0.652,0.01,119.8032953073346,-28.475503507246582
225,3385.91,3007.8,13.527,0.008,0.327,0.013,0.26,0.012,0.483,0.012,119.53686857224343,-28.45936670858422
226,2058.26,3316.63,13.53,0.008,0.283,0.012,0.145,0.012,0.361,0.016,119.71948889473282,-28.420815093464988
228,1615.95,3029.61,13.54,0.008,0.647,0.012,0.143,0.012,0.698,0.014,119.78079530724969,-28.455093458223637
227,305.517,3017.66,13.54,0.008,0.334,0.016,0.0,0.018,0.349,0.017,119.96142598706332,-28.455325360096904
229,2174.78,2460.49,13.547,0.012,0.432,0.018,-0.448,0.019,0.58,0.016,119.70445218010994,-28.524390946841105
230,2797.99,797.277,13.549,0.007,1.038,0.013,0.616,0.013,1.123,0.021,119.62054315243064,-28.72597365703342
231,2245.94,147.859,13.554,0.008,0.409,0.014,-0.157,0.014,0.539,0.012,119.69740808744741,-28.80394779595664
232,2499.39,3202.74,13.563,0.012,0.522,0.016,0.097,0.013,0.613,0.015,119.65882425439071,-28.434987268095362
233,1037.68,3595.51,13.576,0.009,0.33,0.016,0.204,0.015,0.318,0.015,119.85982168922098,-28.386167135626888
234,3509.93,1824.31,13.577,0.011,0.991,0.014,0.986,0.01,1.004,0.017,119.52118935663911,-28.602511101245245
