EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP V eV BV eBV UB eUB VI eVI probs_final membs_select
"Gaia EDR3 5601926466958659328" -0.057288 -0.003401 118.38027342665 -26.95825341736 0.217675 0.0398 -2.58 0.033 3.51 0.04 16.47355 0.002791 0.767586 0.006042425423619227 16.643 0.026 0.401 0.034 0.349 0.033 1.109 0.033 0.99 1
"Gaia EDR3 5601172751738432384" -0.025694 -0.139985 118.41568434426 -27.09484849795 0.28772000000000003 0.0472 -2.61 0.037 3.502 0.046 16.64435 0.002795 1.232669 0.00724312266912552 16.873 0.024 0.792 0.031 0.238 0.037 1.573 0.032 0.99 1
"Gaia EDR3 5601175255689648128" 0.010961 -0.065206 118.45684922661 -27.02007203202 0.319755 0.0917 -2.583 0.071 3.533 0.094 17.8348 0.002914 1.153257 0.014137612563654445 18.053 0.034 0.75 0.042 0.129 0.043 1.408 0.037 0.99 1
"Gaia EDR3 5601171136830638208" 0.068864 -0.116589 118.52188269513 -27.07143445917 0.24161200000000002 0.0602 -2.637 0.048 3.619 0.064 17.132082 0.002834 1.121933 0.009756561894438019 17.33 0.026 0.716 0.037 0.329 0.039 1.435 0.033 0.98 1
"Gaia EDR3 5601926295159979008" -0.067613 -0.031037 118.36867125233 -26.98588380993 0.19283 0.0565 -2.559 0.049 3.56 0.06 17.094778 0.002826 0.965052 0.008207671837981828 17.253 0.029 0.608 0.036 0.158 0.035 1.253 0.037 0.99 1
"Gaia EDR3 5601927733959620736" -0.050413 0.051027 118.38801354281 -26.90382846952 0.234183 0.0562 -2.661 0.043 3.587 0.057 17.046606 0.002827 0.947361 0.008237223318570401 17.246 0.024 0.55 0.031 0.165 0.032 1.222 0.032 0.99 1
"Gaia EDR3 5601926123361269504" -0.02954 -0.035946 118.41139451226 -26.99080892801 0.342442 0.0306 -2.615 0.026 3.579 0.031 15.864753 0.002776 0.740898 0.005796524907218117 15.972 0.023 0.416 0.029 0.26 0.029 1.051 0.033 0.99 1
"Gaia EDR3 5601175122551456384" -0.012086 -0.088414 118.4309760415 -27.0432800159 0.253864 0.3749 -2.549 0.282 3.51 0.37 19.965303 0.004404 1.73847 0.07416039495579835 20.566 0.051 1.31 0.099 "" "" 2.239 0.057 0.99 1
"Gaia EDR3 5601198448513430144" 0.075633 -0.032276 118.52942020683 -26.98711739673 0.251567 0.2625 -2.532 0.183 3.515 0.264 19.382465 0.003708 1.566566 0.06277218595046695 19.814 0.042 0.996 0.056 "" "" 1.828 0.053 0.99 1
"Gaia EDR3 5601924611532836864" -0.112149 -0.07821 118.31864108108 -27.03302060088 0.272228 0.0286 -2.519 0.023 3.532 0.03 13.462377 0.002773 0.491934 0.004753801215869254 13.448 0.022 0.283 0.026 -0.026 0.025 0.825 0.04 0.99 1
"Gaia EDR3 5601930555753445248" -0.099953 0.054574 118.33246524188 -26.90024808557 0.217558 0.0815 -2.64 0.063 3.503 0.085 17.732706 0.002888 1.125353 0.029038298314467397 17.951 0.023 0.733 0.029 0.258 0.042 1.396 0.028 0.98 1
"Gaia EDR3 5601926604397599616" -0.023992 -0.01501 118.4176256836 -26.96987382707 0.24804500000000002 0.0639 -2.509 0.053 3.555 0.065 17.376741 0.002834 1.126289 0.009663798269831589 17.648 0.027 0.663 0.034 0.247 0.037 1.425 0.034 0.99 1
"Gaia EDR3 5601175912834291712" 0.001871 -0.038534 118.44664521666 -26.99340040335 0.317908 0.0457 -2.607 0.037 3.625 0.046 16.58671 0.002803 0.882023 0.0067335195106274105 16.783 0.027 0.477 0.032 0.337 0.032 1.173 0.031 0.99 1
"Gaia EDR3 5601928902194953984" -0.142543 0.010728 118.2846457882 -26.94404888066 0.17575400000000002 0.0563 -2.6 0.046 3.593 0.054 16.974375 0.002814 1.182257 0.007226861697860282 17.201 0.019 0.814 0.023 0.168 0.023 1.434 0.025 0.98 1
"Gaia EDR3 5601924371014653312" -0.076896 -0.089014 118.35820990637 -27.04385468069 0.23585899999999999 0.0167 -2.651 0.014 3.625 0.016 14.2933 0.002762 1.694038 0.004799400483393734 14.729 0.03 1.435 0.035 1.297 0.033 1.923 0.04 0.99 1
"Gaia EDR3 5601199273147182848" 0.056846 -0.016585 118.50832959173 -26.97143762598 0.32175 0.1332 -2.63 0.097 3.504 0.143 18.416807 0.003057 1.287714 0.026200154579696662 18.747 0.035 0.779 0.042 0.284 0.045 1.533 0.042 0.99 1
"Gaia EDR3 5601926123361274368" -0.030688 -0.046368 118.41010267009 -27.00123043781 0.290751 0.0597 -2.52 0.051 3.613 0.062 17.241907 0.002827 1.070202 0.009322183703403404 17.418 0.027 0.698 0.035 0.254 0.036 1.336 0.034 0.99 1
"Gaia EDR3 5601175805445486976" 0.050608 -0.025024 118.50133459307 -26.97987971389 0.264935 0.1833 -2.512 0.134 3.615 0.191 18.981798 0.003319 1.386856 0.035275430840742396 19.334 0.036 0.826 0.045 0.362 0.086 1.581 0.044 0.99 1
"Gaia EDR3 5601175706666776832" 0.051123 -0.045604 118.50192267076 -27.00045962768 0.228783 0.0701 -2.54 0.054 3.643 0.076 17.3999 0.002838 1.153278 0.01061507027767598 17.669 0.026 0.657 0.033 0.276 0.037 1.479 0.03 0.99 1
"Gaia EDR3 5601175328709878272" -0.020695 -0.06505 118.42131486212 -27.01991508754 0.221182 0.188 -2.618 0.149 3.658 0.188 19.037605 0.003357 1.570852 0.030561401751228626 19.435 0.041 1.017 0.053 0.365 0.101 1.801 0.048 1.0 1
"Gaia EDR3 5601926363879454208" -0.06942 -0.020291 118.36665049873 -26.97513626469 0.350149 0.0813 -2.617 0.067 3.609 0.084 17.795183 0.002887 1.067684 0.016166412743710338 17.984 0.031 0.668 0.038 0.133 0.042 1.345 0.038 0.99 1
"Gaia EDR3 5601171098161229312" 0.057102 -0.132078 118.50868203016 -27.08693029274 0.230947 0.1021 -2.647 0.082 3.654 0.109 17.9339 0.002958 1.359762 0.016595606316130787 18.23 0.03 0.808 0.043 0.35 0.048 1.667 0.037 0.98 1
"Gaia EDR3 5601175088200614272" -0.021194 -0.086724 118.42074990441 -27.04158893296 0.273686 0.0559 -2.512 0.048 3.493 0.061 17.130985 0.002823 1.316898 0.008519314526415843 17.386 0.027 0.875 0.035 0.283 0.033 1.587 0.032 0.99 1
"Gaia EDR3 5601926497008673024" -0.053816 -0.003853 118.38416904092 -26.95870677983 0.211638 0.131 -2.696 0.104 3.549 0.138 18.562042 0.003121 1.173672 0.024220430136560334 18.798 0.034 0.806 0.046 0.323 0.066 1.458 0.042 0.99 1
"Gaia EDR3 5601173988688973696" 0.023213 -0.133849 118.47061849523 -27.08871314751 0.150194 0.0605 -2.571 0.048 3.576 0.062 17.18388 0.002827 1.140327 0.009574819058342565 17.389 0.028 0.714 0.038 0.42 0.042 1.475 0.036 0.98 1
"Gaia EDR3 5601926192080754560" -0.039997 -0.03839 118.39965847027 -26.99325007371 0.264162 0.0514 -2.577 0.041 3.45 0.05 16.740091 0.002801 0.831957 0.00674872973232741 16.872 0.028 0.485 0.035 0.333 0.036 1.135 0.034 0.99 1
"Gaia EDR3 5601175874164962944" 0.015458 -0.029161 118.46189240617 -26.98402642389 0.328044 0.0532 -2.566 0.043 3.476 0.054 16.9404 0.002817 0.939274 0.007382936069071707 17.191 0.027 0.484 0.031 0.252 0.033 1.253 0.031 0.99 1
"Gaia EDR3 5601175569236892544" 0.027973 -0.056753 118.47594406175 -27.01161677213 0.321629 0.073 -2.541 0.06 3.484 0.074 17.448635 0.002858 1.069515 0.010555557872514365 17.685 0.03 0.636 0.038 0.198 0.04 1.378 0.035 0.99 1
"Gaia EDR3 5601924435424196736" -0.087709 -0.07582 118.34608032948 -27.03065287455 0.243842 0.0571 -2.522 0.045 3.473 0.055 16.924904 0.002825 1.056875 0.007532279469058487 17.096 0.028 0.71 0.033 0.152 0.03 1.368 0.035 0.99 1
"Gaia EDR3 5601173503342924288" -0.025595 -0.127148 118.41579888239 -27.08201144553 0.256993 0.0836 -2.48 0.069 3.547 0.086 17.783161 0.002894 1.201525 0.010989759597006661 17.951 0.028 0.807 0.036 0.207 0.045 1.477 0.035 0.99 1
"Gaia EDR3 5601924469783915648" -0.06224 -0.086107 118.37466675901 -27.04095632176 0.15617099999999998 0.1055 -2.629 0.086 3.615 0.126 18.096426 0.002972 1.161076 0.01870067295580563 18.276 0.032 0.854 0.04 0.154 0.04 1.474 0.039 0.99 1
"Gaia EDR3 5601924577173073152" -0.073646 -0.061033 118.3618786734 -27.01587549567 0.157402 0.0977 -2.658 0.078 3.535 0.103 18.002869 0.002931 1.19388 0.015256360542409845 18.201 0.031 0.793 0.039 0.198 0.046 1.446 0.04 0.99 1
"Gaia EDR3 5601926295159973888" -0.055033 -0.032637 118.38278722892 -26.98749030318 0.28266600000000003 0.0624 -2.693 0.051 3.498 0.064 17.277864 0.002827 1.127344 0.008546347114410928 17.528 0.031 0.719 0.038 0.171 0.042 1.441 0.038 0.99 1
"Gaia EDR3 5601172717369822976" -0.007721 -0.13728 118.43587314175 -27.09214687327 0.17696599999999998 0.0751 -2.542 0.058 3.488 0.076 17.515234 0.002883 1.293331 0.013653881828989146 17.702 0.027 0.842 0.034 0.173 0.04 1.544 0.035 0.99 1
"Gaia EDR3 5601930590126811520" -0.11778 0.060767 118.31248199394 -26.8940384235 0.278972 0.0413 -2.628 0.031 3.446 0.042 16.477757 0.002791 0.885635 0.00604620418113712 16.64 0.019 0.568 0.022 0.078 0.02 1.105 0.023 0.98 1
"Gaia EDR3 5601172678709166720" -0.010243 -0.154166 118.43303876066 -27.10903267396 0.201658 0.2343 -2.49 0.177 3.518 0.23 19.238623 0.003571 1.493744 0.03812609249582233 19.491 0.034 0.985 0.051 0.259 0.09 1.743 0.042 0.98 1
"Gaia EDR3 5601950548825960192" 0.007066 0.063811 118.45246878095 -26.89105594468 0.13493 0.0746 -2.611 0.058 3.566 0.077 17.64838 0.002859 1.046961 0.010980302773603285 17.899 0.025 0.612 0.034 0.207 0.041 1.359 0.027 0.98 1
"Gaia EDR3 5601175255689651200" 0.015886 -0.061905 118.46237728856 -27.01677062211 0.171739 0.0406 -2.585 0.032 3.647 0.041 16.273046 0.002794 0.752162 0.005928107455166446 16.365 0.026 0.476 0.033 0.3 0.035 1.024 0.028 0.99 1
"Gaia EDR3 5601174327976672896" 0.032671 -0.102714 118.48123182597 -27.05757634374 0.312796 0.1288 -2.666 0.103 3.644 0.134 18.390669 0.003098 1.348583 0.022229866958666217 18.672 0.036 0.876 0.049 0.338 0.062 1.633 0.041 0.99 1
"Gaia EDR3 5601175947194021376" 0.00195 -0.023638 118.44673316768 -26.97850448865 0.20575000000000002 0.0462 -2.485 0.035 3.581 0.047 16.558897 0.002797 0.839935 0.006882249922808674 16.775 0.027 0.416 0.031 0.299 0.03 1.168 0.031 0.99 1
"Gaia EDR3 5601927665240075008" -0.04072 0.03806 118.39887773104 -26.91679966121 0.350344 0.2351 -2.657 0.168 3.526 0.215 19.242422 0.00372 1.558775 0.04539853761961942 19.823 0.031 0.94 0.046 "" "" 1.843 0.037 0.98 1
"Gaia EDR3 5601926604397595520" -0.020309 -0.008663 118.42175943455 -26.96352835923 0.136096 0.0697 -2.582 0.055 3.603 0.071 17.490393 0.002854 1.161589 0.00990779274107003 17.795 0.025 0.719 0.034 0.303 0.041 1.465 0.032 0.99 1
"Gaia EDR3 5601174396696157952" 0.022758 -0.097904 118.47009904956 -27.05276830724 0.189194 0.1066 -2.496 0.085 3.513 0.111 18.110996 0.00299 1.231104 0.016697947688263968 18.385 0.033 0.774 0.044 0.179 0.056 1.536 0.039 0.99 1
"Gaia EDR3 5601199689774918144" 0.063588 0.032228 118.51586332558 -26.92262049199 0.134133 0.0564 -2.56 0.041 3.557 0.06 16.975512 0.002821 1.046152 0.007374971525368759 17.26 0.027 0.51 0.033 0.341 0.037 1.352 0.033 0.98 1
"Gaia EDR3 5601175500517457152" -0.020373 -0.049674 118.42167984946 -27.00453849637 0.280079 0.0112 -2.568 0.009 3.681 0.011 11.900402 0.002759 1.806921 0.004726806109837805 12.487 0.033 1.52 0.039 1.461 0.027 2.025 0.044 0.99 1
"Gaia EDR3 5601175534877184512" -0.011037 -0.043555 118.43215866708 -26.99842171727 0.31421 0.049 -2.485 0.041 3.606 0.051 16.861118 0.002801 0.909687 0.007445082269525301 17.043 0.025 0.537 0.032 0.233 0.031 1.244 0.031 0.99 1
"Gaia EDR3 5601926535678121088" -0.017788 -0.020616 118.42458638586 -26.9754817485 0.22407899999999997 0.0464 -2.686 0.036 3.651 0.045 16.663874 0.002794 0.875643 0.0058753942846416695 16.856 0.023 0.469 0.029 0.251 0.033 1.177 0.029 0.99 1
"Gaia EDR3 5601175122560348416" -0.017356 -0.084409 118.42505960118 -27.03927421082 0.21181899999999998 0.0998 -2.635 0.084 3.681 0.105 17.972643 0.003031 1.605656 0.016907694461398337 18.389 0.028 1.171 0.039 0.502 0.066 1.866 0.035 0.99 1
"Gaia EDR3 5601198418464599424" 0.098015 -0.029568 118.55453486284 -26.9843919077 0.27911400000000003 0.0129 -2.661 0.01 3.676 0.014 12.707894 0.002776 0.397367 0.01015311306939896 12.765 0.056 0.103 0.077 -0.346 0.063 0.768 0.072 0.98 1
"Gaia EDR3 5601173748170868224" -0.071934 -0.105196 118.36376876868 -27.06004030158 0.221438 0.0886 -2.654 0.071 3.677 0.09 17.780048 0.002892 1.10828 0.011674152003464748 17.911 0.028 0.773 0.036 0.13 0.041 1.383 0.035 0.99 1
"Gaia EDR3 5601930487047613568" -0.127794 0.046966 118.30123602116 -26.90782815371 0.166784 0.0539 -2.629 0.041 3.658 0.057 16.930573 0.002819 0.888453 0.008741969171759872 17.094 0.019 0.572 0.022 0.073 0.024 1.14 0.025 0.98 1
"Gaia EDR3 5601924852037833216" -0.086779 -0.039102 118.34715630417 -26.99393512466 0.16431500000000002 0.191 -2.668 0.151 3.484 0.186 19.018284 0.00334 1.311808 0.03494638426218083 19.279 0.036 1.002 0.048 0.664 0.09 1.595 0.046 0.99 1
"Gaia EDR3 5601173881300099712" -0.053504 -0.079012 118.38447892192 -27.03386639649 0.128348 0.1536 -2.666 0.122 3.538 0.154 18.661304 0.003166 1.52474 0.03421956143786767 18.973 0.036 1.111 0.047 0.798 0.104 1.731 0.044 0.99 1
"Gaia EDR3 5601175221329900928" 0.000534 -0.072022 118.44514497959 -27.02688843703 0.235293 0.0465 -2.719 0.038 3.49 0.049 16.7302 0.002802 1.006342 0.006601552696146566 16.92 0.027 0.605 0.035 0.458 0.04 1.286 0.031 0.99 1
"Gaia EDR3 5601172579939747072" -0.025093 -0.152737 118.41635580475 -27.10760099359 0.250131 0.0206 -2.741 0.017 3.562 0.02 14.854973 0.002766 0.666368 0.0049228000162509136 14.84 0.022 0.409 0.03 -0.047 0.029 1.013 0.037 0.99 1
"Gaia EDR3 5601175668008346624" 0.029275 -0.042997 118.47740092189 -26.99785982308 0.244616 0.0789 -2.742 0.063 3.562 0.085 17.667465 0.002884 1.214424 0.01965772451226235 18.006 0.029 0.737 0.036 0.309 0.041 1.539 0.033 0.99 1
"Gaia EDR3 5601173846940651008" -0.062323 -0.100762 118.37456452079 -27.05561148629 0.27598 0.1966 -2.45 0.152 3.577 0.211 18.984196 0.003332 1.23283 0.02660461615960659 19.185 0.033 0.912 0.045 0.291 0.088 1.563 0.042 0.99 1
"Gaia EDR3 5601173542012398208" -0.015951 -0.118902 118.42663132024 -27.07376764544 0.10746900000000001 0.0879 -2.581 0.073 3.578 0.093 17.776249 0.002894 1.314636 0.012973806881559476 18.039 0.025 0.911 0.034 0.252 0.043 1.63 0.033 0.98 1
"Gaia EDR3 5601926806246504192" -0.02524 0.002853 118.41623013634 -26.95201131468 0.149561 0.1624 -2.487 0.118 3.571 0.155 18.721243 0.00315 1.250418 0.025520248627315525 19.039 0.033 0.773 0.043 0.401 0.069 1.532 0.04 0.99 1
"Gaia EDR3 5601174671574084352" 0.073289 -0.072565 118.52681931792 -27.02740819105 0.11241200000000001 0.1101 -2.549 0.087 3.583 0.114 18.006842 0.002955 1.244528 0.018019198234105756 18.274 0.033 0.793 0.046 0.299 0.049 1.52 0.039 0.98 1
"Gaia EDR3 5601175431798587776" -0.017666 -0.059866 118.42471558851 -27.01473180571 0.301672 0.155 -2.717 0.13 3.639 0.165 18.743122 0.00319 1.369152 0.0346810977046575 18.826 0.033 1.067 0.05 0.26 0.077 1.467 0.038 0.99 1
"Gaia EDR3 5601950175179513088" 0.030175 0.012938 118.47839427516 -26.94192483374 0.128635 0.1313 -2.636 0.099 3.482 0.134 18.368628 0.003311 1.106001 0.03172502561070677 18.778 0.038 0.771 0.074 "" "" 1.7 0.043 0.98 1
"Gaia EDR3 5601924572863156736" -0.068569 -0.071241 118.36757111656 -27.02608700455 0.282931 0.0505 -2.503 0.042 3.683 0.052 16.907467 0.002807 0.974491 0.007405801509627435 17.048 0.031 0.64 0.038 0.227 0.035 1.304 0.039 0.99 1
"Gaia EDR3 5601926432598914048" -0.0447 -0.007356 118.39439480672 -26.96221440498 0.37832899999999997 0.0599 -2.666 0.049 3.635 0.061 17.15337 0.002821 1.001295 0.008435849275562004 17.356 0.026 0.597 0.034 0.212 0.035 1.315 0.033 0.99 1
"Gaia EDR3 5601173438933234816" -0.064859 -0.138645 118.37169216062 -27.09349353674 0.255855 0.0555 -2.634 0.043 3.406 0.057 16.992872 0.002813 1.19311 0.00933154060163701 17.119 0.027 0.855 0.034 0.194 0.034 1.456 0.036 0.99 1
"Gaia EDR3 5601175599287043712" 0.043605 -0.049385 118.49348663753 -27.00424325216 0.130304 0.1149 -2.647 0.086 3.471 0.127 18.234055 0.003012 1.31019 0.01867839460446213 18.581 0.032 0.76 0.041 0.34 0.054 1.595 0.037 0.99 1
"Gaia EDR3 5601175496208979712" -0.014427 -0.055713 118.42835239061 -27.01057919104 0.287672 0.073 -2.622 0.065 3.404 0.076 17.563599 0.002877 1.274542 0.017766083473855457 17.865 0.026 0.771 0.034 0.329 0.043 1.623 0.031 0.99 1
"Gaia EDR3 5601927184203631104" -0.086568 0.006931 118.34743311552 -26.94790252947 0.09873000000000001 0.0763 -2.631 0.062 3.537 0.08 17.642883 0.002872 1.019436 0.0150914525477172 17.864 0.029 0.581 0.036 0.194 0.04 1.29 0.038 0.98 1
"Gaia EDR3 5601174504084978048" 0.075091 -0.090988 118.52885614718 -27.04583023377 0.284234 0.0128 -2.652 0.01 3.712 0.013 11.854784 0.002764 1.957788 0.004889971063309066 12.512 0.028 1.633 0.039 1.569 0.036 2.196 0.036 0.98 1
"Gaia EDR3 5601926123361268224" -0.024822 -0.03979 118.41668865863 -26.99465405143 0.207994 0.0203 -2.723 0.017 3.655 0.021 14.452047 0.002765 0.65904 0.004819804249137095 14.574 0.026 0.35 0.031 0.071 0.024 1.012 0.035 0.99 1
