EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,V,eV,BV,eBV,UB,eUB,VI,eVI,probs_final,membs_select
Gaia EDR3 5602103484024379264,0.004628,-0.013757,119.38995202881,-25.92231103974,0.1809,0.159,-1.72,0.12,2.123,0.15,18.800106,0.003144,1.192429,0.022673179772585934,19.04,0.028,0.662,0.048,0.299,0.059,1.601,0.036,1.0,1
Gaia EDR3 5602103690182854016,0.065512,-0.00697,119.45764332786,-25.91550614111,0.0953,0.1293,-1.959,0.102,2.419,0.125,18.4723,0.00304,1.075174,0.022651723047044346,18.624,0.026,0.62,0.045,0.303,0.051,1.438,0.031,0.99,1
Gaia EDR3 5602106546351107584,-0.002652,0.019414,119.38185917701,-25.88914054607,0.2129,0.0425,-1.79,0.029,2.055,0.041,16.261084,0.002783,0.715682,0.005690490049196115,16.272,0.018,0.442,0.028,0.338,0.032,1.021,0.031,1.0,1
Gaia EDR3 5602103213441602304,0.019695,-0.036628,119.40670899793,-25.94518114578,-0.0679,0.1523,-1.882,0.113,2.232,0.139,18.695303,0.003075,1.149202,0.03029096078040444,18.906,0.03,0.707,0.047,0.3,0.062,1.596,0.038,0.99,1
Gaia EDR3 5602103419600012416,0.019014,-0.026503,119.40595008912,-25.93505586071,0.1221,0.1737,-1.807,0.133,2.42,0.166,18.920382,0.00318,1.212852,0.049851305148411115,19.093,0.028,0.734,0.044,0.314,0.06,1.61,0.034,1.0,1
Gaia EDR3 5602106443271900544,-0.006379,-0.010409,119.37771385795,-25.91896325474,0.3069,0.2347,-1.889,0.171,2.07,0.224,19.32139,0.003448,1.348608,0.03828855647579313,19.569,0.029,0.916,0.056,0.309,0.108,1.712,0.038,1.0,1
Gaia EDR3 5602101804706624128,-0.010457,-0.052736,119.3731762043,-25.96128984823,0.1389,0.0721,-2.029,0.051,2.404,0.067,17.399408,0.002826,1.132154,0.010742691376000708,17.585,0.025,0.73,0.04,0.217,0.04,1.489,0.028,1.0,1
Gaia EDR3 5602100769604419456,0.014405,-0.085939,119.40083283757,-25.99449237078,0.1347,0.2099,-1.819,0.147,2.428,0.196,19.16624,0.003259,1.279943,0.037298338971058755,19.329,0.03,0.895,0.06,0.365,0.092,1.579,0.035,0.99,1
Gaia EDR3 5602103484024353792,0.010077,-0.016332,119.39601090731,-25.92488630145,0.3301,0.1037,-1.854,0.081,2.346,0.103,18.140219,0.002915,1.135012,0.01351195766719242,18.365,0.023,0.67,0.039,0.234,0.043,1.535,0.031,0.99,1
Gaia EDR3 5602107194876676096,-0.01096,0.051228,119.37262695437,-25.85732603642,0.2672,0.1967,-1.746,0.136,2.336,0.181,19.009932,0.00322,1.118351,0.030332892460166076,19.124,0.02,0.704,0.045,0.126,0.07,1.472,0.035,0.99,1
Gaia EDR3 5602103969370033280,0.045069,0.015162,119.43490534031,-25.89338382357,0.0888,0.055,-1.7,0.04,2.306,0.055,16.954126,0.002798,0.857594,0.007288342747154527,17.042,0.019,0.468,0.033,0.386,0.033,1.238,0.027,1.0,1
Gaia EDR3 5602101559878544256,-0.014869,-0.070111,119.36826662184,-25.97866477611,0.3006,0.1513,-2.061,0.114,2.298,0.155,18.733122,0.003093,1.408791,0.025892772138185593,18.948,0.027,1.033,0.053,0.443,0.092,1.677,0.029,0.99,1
Gaia EDR3 5602106786854512640,-0.044592,0.027418,119.33524332551,-25.88112804931,0.129,0.1467,-1.68,0.105,2.291,0.152,18.571482,0.003024,1.361317,0.020362219451719895,18.805,0.023,1.003,0.047,0.503,0.071,1.721,0.036,0.99,1
Gaia EDR3 5602106786873843456,-0.037895,0.018895,119.34268426737,-25.88965312991,0.1796,0.2659,-2.04,0.188,2.413,0.264,19.420185,0.003501,1.425497,0.04027623389792049,19.637,0.028,0.986,0.06,,,1.738,0.041,0.99,1
Gaia EDR3 5602103449664588672,0.023364,-0.019207,119.41078575955,-25.92775901453,-0.0152,0.1646,-2.008,0.122,2.358,0.156,18.849184,0.003085,1.184692,0.02214834542352995,19.049,0.026,0.709,0.043,0.181,0.065,1.562,0.033,1.0,1
Gaia EDR3 5602103037347424640,0.024527,-0.054082,119.41208672732,-25.96263347653,0.3131,0.1284,-1.929,0.094,2.054,0.122,18.463182,0.003004,1.196968,0.018223436174333314,18.647,0.025,0.778,0.046,0.206,0.06,1.495,0.03,0.99,1
Gaia EDR3 5602103935010306560,0.035164,0.009098,119.42389626369,-25.89945140274,-0.0642,0.0389,-1.917,0.029,2.335,0.038,16.03663,0.002781,0.576778,0.005569838956379259,16.078,0.019,0.278,0.027,0.178,0.025,0.949,0.029,1.0,1
Gaia EDR3 5602103385254567168,-0.005868,-0.027533,119.37828103482,-25.93608700628,0.0307,0.1608,-1.69,0.122,2.226,0.154,18.809994,0.003141,1.262453,0.02954982521098898,18.988,0.023,0.794,0.043,0.348,0.066,1.584,0.03,1.0,1
Gaia EDR3 5602102281433091328,0.03895,-0.06362,119.42813191666,-25.97216826122,0.2961,0.2211,-1.762,0.152,2.086,0.199,19.151394,0.003435,1.20249,0.030944383981588646,19.336,0.031,0.787,0.06,0.292,0.084,1.564,0.036,0.99,1
Gaia EDR3 5602103449664630400,0.029657,-0.013996,119.41778086903,-25.92254694913,0.3266,0.1265,-2.043,0.092,2.129,0.117,18.4061,0.002983,1.089394,0.0171316816454194,18.583,0.025,0.676,0.043,0.226,0.048,1.475,0.033,1.0,1
Gaia EDR3 5602106335882673792,-0.015412,-0.012446,119.36767016873,-25.92099881952,0.3392,0.1318,-1.876,0.099,2.377,0.132,18.47819,0.003008,1.161743,0.020269969758240886,18.655,0.022,0.683,0.04,0.235,0.049,1.506,0.033,0.99,1
Gaia EDR3 5602103484024339968,0.00033,-0.01828,119.38517325839,-25.92683408706,0.3683,0.1728,-1.988,0.13,2.303,0.163,18.947117,0.003146,1.19953,0.02696756548151872,19.154,0.025,0.775,0.041,0.402,0.07,1.567,0.036,0.99,1
Gaia EDR3 5602107091797470208,0.035982,0.053555,119.42479055469,-25.85499341281,0.0243,0.1882,-1.69,0.137,2.266,0.168,18.996624,0.003214,1.218477,0.02652387922231588,19.188,0.025,0.753,0.051,0.35,0.073,1.628,0.036,0.99,1
Gaia EDR3 5602103106066948864,0.012564,-0.049014,119.39877981984,-25.95756790411,0.0317,0.0934,-1.793,0.067,2.415,0.088,17.82549,0.002877,0.947212,0.010682140328604563,17.934,0.025,0.569,0.041,0.28,0.042,1.274,0.031,1.0,1
Gaia EDR3 5602101839066394752,-0.034131,-0.061317,119.34684225852,-25.96986592799,0.0871,0.0269,-1.774,0.021,2.017,0.027,15.440669,0.002767,1.727463,0.005348104430543592,15.882,0.021,1.409,0.033,1.286,0.037,2.003,0.026,0.99,1
Gaia EDR3 5602107194876644096,-0.007805,0.046904,119.37613267586,-25.86165022736,0.2698,0.1065,-1.88,0.071,2.004,0.097,17.944921,0.002891,1.031372,0.018562749284521406,18.02,0.014,0.635,0.034,0.141,0.05,1.357,0.032,0.99,1
Gaia EDR3 5602103419600000640,0.018253,-0.02071,119.40510250351,-25.92926248878,0.1983,0.1042,-1.789,0.079,2.444,0.102,17.713058,0.002919,0.839094,0.04407712388529905,17.767,0.025,0.679,0.04,0.379,0.056,1.259,0.041,1.0,1
Gaia EDR3 5602101800396824576,-0.01599,-0.057083,119.36702111087,-25.96563584824,0.2651,0.2184,-1.683,0.155,2.275,0.209,19.215302,0.003372,1.338709,0.039009388011092924,19.424,0.031,0.912,0.058,0.301,0.104,1.627,0.033,0.99,1
Gaia EDR3 5602106301522791424,-0.028692,-0.029742,119.35290046522,-25.9382931743,0.1685,0.0723,-1.648,0.052,2.224,0.071,17.181898,0.002822,0.743034,0.007168705880422213,17.215,0.019,0.437,0.033,0.34,0.036,1.116,0.025,0.99,1
Gaia EDR3 5602106305820145920,-0.029642,-0.02978,119.35184397941,-25.93833084203,0.2612,0.2344,-2.127,0.166,2.176,0.226,19.25848,0.00342,1.328854,0.04878090308717132,19.473,0.031,0.971,0.058,0.236,0.097,1.669,0.038,0.99,1
Gaia EDR3 5602103896341363840,0.024458,-0.000633,119.41199768055,-25.90918490168,0.0777,0.1388,-1.976,0.106,2.462,0.13,18.570488,0.003049,1.190557,0.02146873973944442,18.795,0.023,0.754,0.039,0.335,0.059,1.563,0.034,1.0,1
Gaia EDR3 5602106438961870848,-0.006763,-0.014549,119.37728656282,-25.92310345914,-0.0267,0.1411,-1.717,0.11,2.159,0.139,18.614267,0.003092,1.109102,0.022037820967600222,18.83,0.022,0.661,0.042,0.252,0.056,1.548,0.031,0.99,1
Gaia EDR3 5602103591412915072,0.057421,-0.015181,119.44865223771,-25.92372138243,-0.1003,0.0813,-1.896,0.065,2.136,0.078,17.711378,0.00286,0.904408,0.01168076196144755,17.83,0.023,0.548,0.037,0.349,0.037,1.284,0.029,0.99,1
Gaia EDR3 5602103591412912512,0.063922,-0.018558,119.45588195369,-25.92709469829,0.2353,0.1297,-1.654,0.098,2.259,0.123,18.397188,0.003003,1.234892,0.021247293145245587,18.577,0.023,0.774,0.045,0.33,0.053,1.536,0.029,0.99,1
Gaia EDR3 5602106683777510400,-0.041978,0.01813,119.33814497901,-25.89041638027,-0.0464,1.0116,-1.964,0.666,2.407,0.974,20.666481,0.007241,1.400042,0.11072734822526907,21.087,0.066,1.124,0.116,,,1.988,0.078,0.99,1
Gaia EDR3 5602103930701228928,0.040223,0.016377,119.42951796361,-25.89217047251,-0.1228,0.1554,-1.854,0.109,2.203,0.143,18.662828,0.00305,1.253288,0.02575806219419466,18.952,0.024,0.707,0.045,0.419,0.066,1.656,0.034,0.99,1
Gaia EDR3 5602103694492116992,0.073653,-0.01135,119.46669698004,-25.91988083562,0.2425,0.0739,-2.159,0.058,2.269,0.069,17.56167,0.002836,1.210844,0.009071060026259336,17.783,0.023,0.824,0.044,0.43,0.046,1.547,0.028,0.99,1
Gaia EDR3 5602103690182830208,0.078368,-0.008994,119.47193781886,-25.91752250232,0.086,0.1581,-2.012,0.117,2.474,0.149,18.833141,0.003108,1.13011,0.02753297724547783,19.073,0.03,0.676,0.051,0.28,0.071,1.61,0.034,0.99,1
Gaia EDR3 5602103621463335936,0.038744,-0.012492,119.42788434358,-25.92104028327,0.1634,0.1672,-1.834,0.118,2.496,0.152,18.776592,0.003163,1.096327,0.03107136160518235,18.954,0.023,0.677,0.041,0.27,0.055,1.498,0.029,1.0,1
Gaia EDR3 5602103969370030976,0.049961,0.011564,119.44034496366,-25.89697983853,0.2268,0.0747,-2.152,0.054,2.119,0.071,17.272453,0.002862,0.960638,0.008593793690798029,17.399,0.02,0.521,0.032,0.39,0.033,1.337,0.026,0.99,1
Gaia EDR3 5602106473321798784,-0.00185,0.00776,119.38274987447,-25.90079443072,0.2585,0.307,-1.9,0.215,2.484,0.292,19.598885,0.003784,1.583885,0.05048110317732766,20.027,0.028,1.029,0.06,,,1.99,0.041,0.99,1
Gaia EDR3 5602103071707144064,0.013136,-0.05632,119.39941756823,-25.96487334248,0.2522,0.2679,-2.106,0.186,2.053,0.243,19.50068,0.003628,1.367352,0.047833867604449465,19.743,0.037,0.933,0.066,0.493,0.342,1.67,0.042,0.99,1
Gaia EDR3 5602103935015559808,0.036493,0.014401,119.42537232389,-25.89414805,0.3166,0.2505,-1.687,0.173,2.125,0.206,19.23126,0.00346,1.229473,0.04174897050227706,19.315,0.025,0.91,0.053,0.343,0.084,1.532,0.034,0.99,1
Gaia EDR3 5602103277865675136,-0.008843,-0.045534,119.37497213289,-25.9540876053,0.1447,0.1628,-1.613,0.119,2.194,0.155,18.76643,0.003164,1.201021,0.03362949938669917,18.941,0.031,0.806,0.055,0.234,0.071,1.536,0.037,1.0,1
Gaia EDR3 5602103179083965696,0.033968,-0.03682,119.42258162839,-25.94536909354,0.2943,0.259,-2.086,0.178,2.396,0.224,19.367954,0.003553,1.157736,0.04751381038182478,19.664,0.054,0.852,0.085,0.19,0.127,1.758,0.056,0.99,1
Gaia EDR3 5602104003729754496,0.064484,0.031917,119.45647698938,-25.87662006455,0.2077,0.0769,-1.651,0.054,2.088,0.067,17.516481,0.002846,0.717949,0.009813248442794057,17.569,0.02,0.362,0.033,0.467,0.035,1.115,0.028,0.99,1
